#(id,from,to,speed,planTime)
(40871, 23, 27, 6, 80)
(40872, 27, 2, 4, 74)
(40873, 61, 60, 4, 2)
(40874, 7, 62, 6, 74)
(40875, 9, 77, 8, 65)
(40876, 76, 7, 4, 66)
(40877, 42, 87, 6, 20)
(40878, 23, 86, 6, 32)
(40879, 49, 88, 4, 49)
(40880, 70, 17, 4, 12)
(40881, 16, 57, 8, 26)
(40882, 37, 76, 6, 93)
(40883, 89, 10, 8, 65)
(40884, 8, 40, 6, 35)
(40885, 78, 29, 8, 52)
(40886, 40, 25, 8, 94)
(40887, 20, 63, 6, 48)
(40888, 1, 4, 8, 60)
(40889, 15, 66, 8, 6)
(40890, 2, 43, 8, 4)
(40891, 65, 64, 8, 68)
(40892, 86, 14, 6, 73)
(40893, 41, 52, 6, 78)
(40894, 5, 43, 8, 69)
(40895, 58, 89, 8, 44)
(40896, 60, 31, 6, 91)
(40897, 43, 33, 4, 18)
(40898, 84, 46, 8, 80)
(40899, 33, 90, 8, 23)
(40900, 11, 55, 4, 63)
(40901, 94, 100, 4, 46)
(40902, 65, 95, 6, 16)
(40903, 60, 62, 4, 10)
(40904, 91, 43, 6, 99)
(40905, 48, 62, 4, 13)
(40906, 89, 53, 6, 42)
(40907, 65, 73, 6, 94)
(40908, 58, 16, 4, 47)
(40909, 89, 85, 6, 98)
(40910, 11, 73, 6, 49)
(40911, 11, 94, 6, 95)
(40912, 49, 91, 6, 62)
(40913, 87, 62, 6, 93)
(40914, 42, 13, 8, 30)
(40915, 45, 63, 8, 32)
(40916, 95, 33, 8, 32)
(40917, 39, 5, 6, 14)
(40918, 20, 88, 4, 80)
(40919, 66, 17, 8, 57)
(40920, 60, 90, 6, 64)
(40921, 91, 31, 8, 69)
(40922, 88, 17, 6, 77)
(40923, 25, 9, 4, 85)
(40924, 99, 65, 8, 67)
(40925, 41, 42, 8, 39)
(40926, 8, 41, 4, 20)
(40927, 54, 98, 8, 67)
(40928, 78, 40, 4, 6)
(40929, 1, 35, 4, 80)
(40930, 18, 70, 4, 59)
(40931, 100, 80, 6, 36)
(40932, 49, 69, 8, 67)
(40933, 24, 63, 4, 50)
(40934, 21, 48, 8, 43)
(40935, 26, 46, 6, 34)
(40936, 45, 33, 8, 46)
(40937, 22, 66, 8, 19)
(40938, 74, 85, 4, 66)
(40939, 13, 6, 8, 35)
(40940, 72, 51, 4, 71)
(40941, 1, 24, 6, 64)
(40942, 33, 63, 4, 1)
(40943, 65, 31, 4, 58)
(40944, 46, 98, 6, 81)
(40945, 96, 2, 4, 85)
(40946, 87, 33, 8, 97)
(40947, 94, 58, 4, 48)
(40948, 71, 15, 6, 6)
(40949, 18, 3, 4, 57)
(40950, 98, 18, 6, 64)
(40951, 74, 62, 4, 27)
(40952, 64, 76, 6, 2)
(40953, 38, 18, 8, 3)
(40954, 46, 26, 6, 32)
(40955, 67, 46, 4, 100)
(40956, 69, 34, 8, 61)
(40957, 65, 86, 8, 65)
(40958, 45, 60, 8, 6)
(40959, 56, 51, 6, 50)
(40960, 14, 57, 6, 60)
(40961, 15, 73, 8, 83)
(40962, 4, 29, 8, 44)
(40963, 28, 88, 4, 90)
(40964, 88, 33, 4, 18)
(40965, 21, 48, 6, 17)
(40966, 18, 47, 6, 7)
(40967, 91, 7, 4, 17)
(40968, 51, 8, 4, 80)
(40969, 11, 34, 8, 55)
(40970, 26, 28, 4, 88)
(40971, 25, 70, 6, 34)
(40972, 28, 58, 4, 10)
(40973, 90, 38, 6, 36)
(40974, 87, 93, 6, 73)
(40975, 10, 79, 6, 5)
(40976, 99, 39, 8, 6)
(40977, 94, 81, 4, 42)
(40978, 62, 13, 6, 25)
(40979, 70, 92, 8, 10)
(40980, 61, 6, 8, 66)
(40981, 2, 18, 6, 7)
(40982, 99, 37, 6, 100)
(40983, 72, 8, 8, 94)
(40984, 55, 12, 4, 15)
(40985, 74, 15, 8, 41)
(40986, 1, 28, 8, 95)
(40987, 42, 65, 8, 84)
(40988, 44, 16, 4, 22)
(40989, 50, 75, 8, 28)
(40990, 44, 71, 4, 2)
(40991, 92, 56, 8, 29)
(40992, 93, 61, 8, 32)
(40993, 39, 35, 8, 100)
(40994, 2, 53, 8, 92)
(40995, 85, 60, 8, 35)
(40996, 15, 51, 4, 29)
(40997, 97, 54, 6, 91)
(40998, 35, 98, 6, 42)
(40999, 14, 73, 6, 38)
(41000, 69, 58, 6, 43)
(41001, 50, 90, 6, 33)
(41002, 51, 47, 8, 27)
(41003, 70, 62, 6, 88)
(41004, 6, 83, 4, 81)
(41005, 29, 82, 4, 89)
(41006, 76, 71, 6, 22)
(41007, 33, 28, 4, 11)
(41008, 30, 85, 8, 9)
(41009, 63, 26, 6, 22)
(41010, 42, 2, 8, 9)
(41011, 75, 35, 4, 46)
(41012, 43, 24, 4, 3)
(41013, 87, 81, 4, 51)
(41014, 23, 10, 8, 5)
(41015, 50, 81, 8, 84)
(41016, 1, 89, 6, 87)
(41017, 93, 37, 4, 11)
(41018, 50, 7, 8, 29)
(41019, 92, 18, 6, 24)
(41020, 13, 58, 8, 1)
(41021, 51, 26, 6, 25)
(41022, 16, 72, 4, 14)
(41023, 7, 10, 4, 33)
(41024, 55, 87, 6, 97)
(41025, 97, 72, 6, 82)
(41026, 60, 61, 4, 35)
(41027, 37, 48, 4, 53)
(41028, 82, 38, 6, 4)
(41029, 67, 12, 6, 4)
(41030, 18, 44, 4, 87)
(41031, 88, 55, 8, 27)
(41032, 24, 60, 6, 66)
(41033, 35, 64, 6, 90)
(41034, 89, 2, 6, 36)
(41035, 57, 33, 4, 94)
(41036, 100, 43, 8, 29)
(41037, 49, 26, 6, 29)
(41038, 84, 52, 4, 77)
(41039, 15, 79, 6, 58)
(41040, 31, 40, 8, 50)
(41041, 32, 52, 6, 32)
(41042, 56, 62, 8, 48)
(41043, 58, 21, 8, 9)
(41044, 14, 76, 6, 31)
(41045, 96, 37, 8, 19)
(41046, 99, 86, 6, 11)
(41047, 57, 90, 6, 28)
(41048, 74, 51, 4, 37)
(41049, 21, 17, 8, 60)
(41050, 21, 94, 6, 98)
(41051, 12, 50, 6, 62)
(41052, 15, 54, 8, 16)
(41053, 57, 83, 8, 24)
(41054, 15, 53, 4, 27)
(41055, 19, 13, 6, 100)
(41056, 68, 54, 4, 73)
(41057, 49, 82, 6, 43)
(41058, 79, 14, 8, 36)
(41059, 8, 65, 4, 9)
(41060, 80, 64, 4, 26)
(41061, 41, 91, 4, 88)
(41062, 87, 1, 6, 7)
(41063, 71, 46, 6, 38)
(41064, 64, 7, 6, 3)
(41065, 62, 61, 6, 14)
(41066, 69, 39, 8, 84)
(41067, 81, 50, 4, 88)
(41068, 25, 60, 6, 68)
(41069, 47, 59, 8, 62)
(41070, 58, 6, 8, 45)
(41071, 78, 54, 6, 70)
(41072, 55, 90, 4, 41)
(41073, 12, 79, 6, 83)
(41074, 25, 55, 8, 67)
(41075, 56, 100, 8, 55)
(41076, 44, 94, 8, 2)
(41077, 36, 98, 8, 70)
(41078, 79, 2, 6, 70)
(41079, 4, 12, 6, 58)
(41080, 87, 65, 6, 97)
(41081, 25, 17, 4, 81)
(41082, 82, 19, 8, 30)
(41083, 82, 50, 8, 12)
(41084, 56, 55, 4, 55)
(41085, 37, 70, 6, 13)
(41086, 38, 14, 6, 41)
(41087, 45, 53, 6, 98)
(41088, 60, 29, 6, 89)
(41089, 66, 19, 8, 56)
(41090, 84, 68, 6, 28)
(41091, 17, 20, 8, 87)
(41092, 32, 78, 4, 25)
(41093, 78, 4, 4, 67)
(41094, 92, 11, 8, 74)
(41095, 26, 79, 8, 84)
(41096, 83, 9, 8, 10)
(41097, 65, 58, 6, 99)
(41098, 14, 80, 4, 66)
(41099, 27, 47, 6, 9)
(41100, 71, 23, 8, 81)
(41101, 97, 25, 6, 85)
(41102, 82, 45, 6, 74)
(41103, 94, 84, 8, 51)
(41104, 78, 30, 8, 59)
(41105, 29, 98, 6, 72)
(41106, 19, 33, 8, 49)
(41107, 79, 67, 8, 93)
(41108, 69, 57, 4, 53)
(41109, 28, 92, 8, 82)
(41110, 82, 86, 4, 50)
(41111, 61, 38, 8, 49)
(41112, 40, 57, 8, 57)
(41113, 13, 7, 6, 99)
(41114, 96, 21, 4, 29)
(41115, 55, 19, 4, 23)
(41116, 98, 18, 6, 78)
(41117, 29, 72, 6, 23)
(41118, 59, 57, 6, 46)
(41119, 64, 70, 6, 34)
(41120, 96, 16, 6, 16)
(41121, 15, 77, 6, 93)
(41122, 18, 90, 6, 96)
(41123, 58, 13, 8, 51)
(41124, 57, 69, 4, 40)
(41125, 23, 97, 8, 75)
(41126, 60, 94, 6, 93)
(41127, 69, 49, 8, 52)
(41128, 23, 80, 6, 20)
(41129, 80, 65, 8, 59)
(41130, 16, 34, 6, 7)
(41131, 48, 42, 8, 36)
(41132, 83, 44, 6, 30)
(41133, 34, 63, 4, 29)
(41134, 34, 43, 8, 17)
(41135, 82, 6, 8, 28)
(41136, 33, 34, 4, 83)
(41137, 11, 85, 4, 14)
(41138, 8, 66, 4, 70)
(41139, 57, 27, 4, 65)
(41140, 3, 22, 8, 2)
(41141, 5, 46, 4, 92)
(41142, 12, 47, 4, 47)
(41143, 33, 26, 8, 74)
(41144, 11, 80, 4, 83)
(41145, 14, 96, 6, 1)
(41146, 58, 17, 6, 78)
(41147, 51, 42, 8, 83)
(41148, 2, 22, 8, 2)
(41149, 26, 6, 6, 45)
(41150, 50, 17, 6, 58)
(41151, 29, 31, 8, 84)
(41152, 90, 53, 6, 19)
(41153, 80, 99, 8, 12)
(41154, 54, 8, 8, 47)
(41155, 76, 80, 6, 33)
(41156, 72, 62, 4, 23)
(41157, 14, 37, 6, 18)
(41158, 31, 59, 4, 46)
(41159, 66, 30, 4, 66)
(41160, 59, 56, 4, 69)
(41161, 72, 38, 8, 68)
(41162, 88, 34, 8, 66)
(41163, 38, 89, 4, 68)
(41164, 90, 40, 6, 28)
(41165, 24, 54, 8, 61)
(41166, 39, 55, 8, 48)
(41167, 89, 15, 6, 62)
(41168, 78, 10, 6, 77)
(41169, 79, 37, 6, 2)
(41170, 86, 65, 4, 88)
(41171, 98, 42, 8, 8)
(41172, 48, 56, 6, 8)
(41173, 41, 33, 8, 62)
(41174, 80, 22, 6, 84)
(41175, 54, 73, 6, 94)
(41176, 48, 8, 6, 56)
(41177, 64, 84, 4, 6)
(41178, 71, 30, 4, 50)
(41179, 16, 11, 6, 57)
(41180, 62, 74, 6, 28)
(41181, 34, 73, 6, 2)
(41182, 79, 28, 6, 19)
(41183, 64, 55, 4, 3)
(41184, 53, 82, 8, 90)
(41185, 13, 31, 6, 57)
(41186, 96, 91, 6, 20)
(41187, 81, 23, 6, 63)
(41188, 33, 74, 8, 67)
(41189, 53, 58, 6, 14)
(41190, 76, 16, 4, 100)
(41191, 9, 49, 8, 36)
(41192, 88, 50, 8, 59)
(41193, 76, 3, 8, 90)
(41194, 79, 56, 6, 94)
(41195, 37, 16, 8, 54)
(41196, 26, 52, 6, 92)
(41197, 5, 60, 6, 82)
(41198, 7, 73, 6, 64)
(41199, 33, 26, 4, 76)
(41200, 38, 90, 6, 63)
(41201, 92, 87, 6, 51)
(41202, 83, 67, 6, 32)
(41203, 59, 82, 6, 97)
(41204, 87, 60, 8, 97)
(41205, 30, 16, 4, 49)
(41206, 18, 23, 8, 7)
(41207, 46, 18, 4, 16)
(41208, 75, 68, 8, 87)
(41209, 93, 62, 6, 26)
(41210, 62, 50, 6, 98)
(41211, 59, 54, 8, 67)
(41212, 25, 58, 6, 7)
(41213, 59, 29, 4, 19)
(41214, 64, 13, 8, 26)
(41215, 37, 32, 8, 4)
(41216, 66, 61, 8, 98)
(41217, 4, 13, 4, 13)
(41218, 13, 87, 6, 98)
(41219, 9, 42, 4, 87)
(41220, 56, 27, 6, 95)
(41221, 16, 87, 6, 50)
(41222, 18, 45, 8, 73)
(41223, 1, 90, 6, 26)
(41224, 6, 28, 6, 40)
(41225, 62, 1, 8, 81)
(41226, 95, 38, 8, 52)
(41227, 1, 62, 6, 21)
(41228, 2, 9, 4, 96)
(41229, 5, 49, 8, 75)
(41230, 39, 66, 6, 81)
(41231, 27, 12, 8, 56)
(41232, 53, 13, 8, 59)
(41233, 27, 16, 8, 70)
(41234, 21, 81, 4, 94)
(41235, 68, 6, 8, 6)
(41236, 89, 93, 4, 24)
(41237, 96, 46, 6, 63)
(41238, 19, 47, 4, 55)
(41239, 48, 55, 8, 24)
(41240, 78, 21, 4, 43)
(41241, 18, 92, 6, 13)
(41242, 2, 36, 4, 9)
(41243, 73, 15, 8, 87)
(41244, 81, 35, 4, 87)
(41245, 82, 63, 4, 56)
(41246, 66, 29, 6, 90)
(41247, 26, 37, 8, 7)
(41248, 37, 93, 8, 14)
(41249, 95, 45, 8, 65)
(41250, 100, 29, 8, 18)
(41251, 66, 45, 6, 53)
(41252, 68, 82, 4, 93)
(41253, 3, 10, 6, 18)
(41254, 63, 48, 4, 92)
(41255, 76, 47, 6, 32)
(41256, 57, 82, 6, 65)
(41257, 4, 19, 8, 50)
(41258, 81, 74, 4, 76)
(41259, 32, 1, 4, 41)
(41260, 94, 30, 6, 2)
(41261, 44, 90, 4, 95)
(41262, 2, 67, 8, 20)
(41263, 78, 79, 6, 85)
(41264, 30, 39, 6, 93)
(41265, 97, 29, 6, 17)
(41266, 93, 75, 8, 16)
(41267, 26, 25, 8, 49)
(41268, 71, 18, 4, 40)
(41269, 67, 2, 8, 66)
(41270, 45, 59, 4, 97)
(41271, 77, 64, 8, 27)
(41272, 6, 97, 4, 10)
(41273, 63, 33, 8, 76)
(41274, 27, 70, 6, 98)
(41275, 48, 23, 6, 93)
(41276, 64, 33, 8, 75)
(41277, 66, 90, 8, 8)
(41278, 24, 97, 6, 57)
(41279, 84, 38, 8, 65)
(41280, 48, 7, 6, 11)
(41281, 96, 14, 8, 27)
(41282, 83, 28, 6, 21)
(41283, 10, 18, 6, 14)
(41284, 17, 86, 4, 39)
(41285, 80, 18, 8, 25)
(41286, 21, 87, 6, 80)
(41287, 21, 63, 6, 21)
(41288, 1, 98, 8, 38)
(41289, 47, 48, 6, 73)
(41290, 94, 72, 6, 56)
(41291, 83, 14, 6, 12)
(41292, 100, 25, 8, 66)
(41293, 87, 59, 8, 38)
(41294, 52, 81, 8, 74)
(41295, 35, 82, 4, 14)
(41296, 47, 79, 4, 45)
(41297, 74, 66, 4, 79)
(41298, 37, 73, 6, 17)
(41299, 11, 63, 4, 66)
(41300, 21, 18, 8, 2)
(41301, 5, 94, 4, 46)
(41302, 2, 86, 8, 60)
(41303, 87, 20, 4, 5)
(41304, 58, 30, 8, 49)
(41305, 11, 40, 4, 81)
(41306, 84, 90, 4, 26)
(41307, 88, 12, 4, 60)
(41308, 48, 23, 4, 30)
(41309, 19, 49, 6, 86)
(41310, 76, 19, 6, 46)
(41311, 29, 20, 4, 58)
(41312, 85, 17, 6, 95)
(41313, 74, 19, 4, 27)
(41314, 48, 19, 4, 9)
(41315, 37, 84, 4, 15)
(41316, 4, 98, 8, 22)
(41317, 67, 41, 6, 22)
(41318, 16, 41, 8, 75)
(41319, 12, 17, 8, 39)
(41320, 66, 67, 6, 9)
(41321, 23, 31, 8, 24)
(41322, 81, 29, 8, 37)
(41323, 89, 31, 4, 62)
(41324, 53, 58, 4, 70)
(41325, 22, 78, 6, 80)
(41326, 9, 13, 4, 49)
(41327, 6, 92, 8, 48)
(41328, 2, 95, 4, 1)
(41329, 59, 9, 8, 53)
(41330, 7, 72, 6, 7)
(41331, 81, 61, 8, 18)
(41332, 67, 31, 6, 57)
(41333, 66, 70, 6, 70)
(41334, 34, 90, 8, 59)
(41335, 75, 42, 4, 64)
(41336, 23, 83, 4, 93)
(41337, 33, 34, 8, 11)
(41338, 53, 41, 8, 64)
(41339, 60, 41, 8, 16)
(41340, 26, 85, 6, 66)
(41341, 82, 96, 6, 49)
(41342, 10, 77, 6, 70)
(41343, 53, 92, 6, 95)
(41344, 57, 62, 6, 93)
(41345, 28, 2, 6, 68)
(41346, 79, 56, 6, 25)
(41347, 68, 42, 8, 28)
(41348, 41, 42, 4, 83)
(41349, 91, 92, 8, 59)
(41350, 52, 28, 4, 55)
(41351, 64, 11, 4, 16)
(41352, 96, 44, 6, 48)
(41353, 86, 70, 6, 68)
(41354, 16, 64, 4, 34)
(41355, 89, 56, 8, 84)
(41356, 23, 43, 8, 93)
(41357, 45, 99, 4, 100)
(41358, 52, 32, 8, 54)
(41359, 25, 42, 4, 30)
(41360, 89, 30, 6, 52)
(41361, 38, 36, 8, 84)
(41362, 83, 11, 6, 71)
(41363, 70, 73, 6, 20)
(41364, 35, 50, 8, 50)
(41365, 96, 39, 6, 22)
(41366, 67, 55, 8, 68)
(41367, 81, 49, 8, 79)
(41368, 85, 79, 6, 11)
(41369, 57, 43, 8, 7)
(41370, 8, 62, 6, 17)
(41371, 76, 43, 6, 7)
(41372, 8, 80, 6, 39)
(41373, 86, 30, 8, 74)
(41374, 20, 6, 6, 17)
(41375, 43, 15, 6, 14)
(41376, 94, 78, 8, 11)
(41377, 83, 85, 6, 42)
(41378, 62, 64, 4, 21)
(41379, 29, 25, 6, 32)
(41380, 4, 38, 4, 28)
(41381, 54, 68, 8, 75)
(41382, 59, 96, 6, 92)
(41383, 10, 92, 6, 16)
(41384, 63, 95, 4, 1)
(41385, 62, 92, 6, 55)
(41386, 83, 33, 6, 28)
(41387, 56, 41, 8, 66)
(41388, 31, 30, 4, 15)
(41389, 81, 66, 4, 61)
(41390, 33, 10, 4, 83)
(41391, 55, 38, 6, 26)
(41392, 3, 60, 8, 73)
(41393, 25, 33, 8, 75)
(41394, 64, 40, 4, 96)
(41395, 7, 14, 4, 85)
(41396, 83, 92, 4, 28)
(41397, 75, 66, 6, 33)
(41398, 26, 50, 8, 69)
(41399, 50, 42, 6, 88)
(41400, 78, 59, 8, 67)
(41401, 66, 98, 4, 87)
(41402, 100, 2, 6, 69)
(41403, 41, 88, 4, 33)
(41404, 97, 69, 8, 39)
(41405, 82, 50, 6, 34)
(41406, 31, 6, 6, 26)
(41407, 52, 67, 8, 80)
(41408, 54, 65, 8, 79)
(41409, 12, 87, 6, 4)
(41410, 100, 88, 4, 40)
(41411, 90, 95, 8, 1)
(41412, 67, 48, 8, 35)
(41413, 12, 4, 6, 51)
(41414, 38, 7, 4, 44)
(41415, 14, 52, 4, 54)
(41416, 19, 17, 8, 66)
(41417, 43, 25, 6, 8)
(41418, 95, 71, 6, 28)
(41419, 62, 90, 4, 100)
(41420, 50, 40, 4, 42)
(41421, 5, 58, 6, 89)
(41422, 32, 99, 4, 16)
(41423, 83, 82, 4, 49)
(41424, 50, 69, 4, 89)
(41425, 94, 32, 8, 54)
(41426, 94, 16, 6, 66)
(41427, 66, 98, 8, 94)
(41428, 6, 41, 4, 21)
(41429, 11, 10, 8, 15)
(41430, 82, 4, 6, 38)
(41431, 22, 3, 6, 65)
(41432, 87, 66, 6, 13)
(41433, 63, 25, 6, 3)
(41434, 91, 74, 4, 96)
(41435, 45, 99, 8, 75)
(41436, 68, 10, 4, 30)
(41437, 21, 42, 6, 99)
(41438, 64, 93, 6, 43)
(41439, 33, 30, 4, 4)
(41440, 85, 45, 8, 44)
(41441, 70, 60, 6, 1)
(41442, 20, 65, 4, 36)
(41443, 55, 47, 4, 53)
(41444, 94, 87, 4, 41)
(41445, 13, 53, 8, 34)
(41446, 52, 75, 6, 19)
(41447, 100, 29, 4, 5)
(41448, 25, 42, 6, 32)
(41449, 33, 21, 6, 14)
(41450, 1, 80, 4, 16)
(41451, 41, 37, 4, 69)
(41452, 63, 65, 4, 87)
(41453, 90, 62, 8, 64)
(41454, 7, 91, 8, 39)
(41455, 33, 67, 8, 38)
(41456, 54, 64, 4, 13)
(41457, 78, 60, 8, 45)
(41458, 74, 60, 6, 9)
(41459, 69, 86, 6, 41)
(41460, 85, 55, 8, 14)
(41461, 46, 1, 6, 91)
(41462, 58, 75, 4, 68)
(41463, 100, 38, 6, 49)
(41464, 71, 40, 8, 37)
(41465, 8, 16, 8, 15)
(41466, 33, 8, 6, 5)
(41467, 82, 47, 6, 59)
(41468, 1, 63, 6, 96)
(41469, 63, 96, 4, 92)
(41470, 66, 31, 6, 11)
(41471, 4, 20, 8, 50)
(41472, 53, 68, 4, 72)
(41473, 12, 11, 8, 69)
(41474, 64, 20, 8, 3)
(41475, 29, 37, 4, 2)
(41476, 23, 83, 6, 87)
(41477, 10, 54, 6, 19)
(41478, 30, 37, 4, 42)
(41479, 61, 22, 6, 90)
(41480, 18, 55, 6, 61)
(41481, 96, 68, 4, 22)
(41482, 32, 62, 6, 24)
(41483, 5, 38, 4, 15)
(41484, 39, 60, 8, 4)
(41485, 57, 50, 6, 73)
(41486, 55, 60, 6, 24)
(41487, 70, 6, 6, 72)
(41488, 43, 54, 4, 51)
(41489, 40, 29, 4, 42)
(41490, 69, 46, 4, 64)
(41491, 62, 16, 4, 48)
(41492, 4, 8, 8, 55)
(41493, 63, 54, 8, 25)
(41494, 75, 5, 8, 16)
(41495, 41, 9, 6, 31)
(41496, 21, 4, 8, 22)
(41497, 99, 46, 6, 36)
(41498, 54, 59, 6, 81)
(41499, 59, 1, 8, 60)
(41500, 18, 37, 4, 36)
(41501, 23, 67, 8, 47)
(41502, 32, 22, 6, 47)
(41503, 54, 41, 6, 33)
(41504, 11, 28, 4, 34)
(41505, 39, 83, 8, 79)
(41506, 1, 7, 4, 54)
(41507, 5, 66, 6, 37)
(41508, 26, 12, 8, 6)
(41509, 76, 24, 4, 80)
(41510, 100, 74, 8, 96)
(41511, 82, 47, 8, 92)
(41512, 82, 28, 6, 87)
(41513, 36, 65, 4, 44)
(41514, 15, 42, 8, 57)
(41515, 41, 31, 4, 99)
(41516, 88, 83, 6, 14)
(41517, 82, 95, 6, 56)
(41518, 67, 8, 8, 17)
(41519, 54, 40, 8, 38)
(41520, 43, 7, 4, 97)
(41521, 5, 25, 8, 16)
(41522, 5, 86, 6, 74)
(41523, 17, 8, 4, 36)
(41524, 56, 67, 6, 68)
(41525, 34, 16, 6, 86)
(41526, 48, 88, 6, 89)
(41527, 32, 21, 4, 15)
(41528, 30, 90, 8, 22)
(41529, 96, 76, 8, 67)
(41530, 60, 29, 6, 15)
(41531, 89, 92, 4, 74)
(41532, 19, 11, 6, 56)
(41533, 39, 88, 6, 97)
(41534, 2, 18, 8, 83)
(41535, 58, 31, 8, 20)
(41536, 15, 86, 6, 34)
(41537, 68, 76, 6, 6)
(41538, 75, 100, 6, 60)
(41539, 89, 24, 4, 95)
(41540, 85, 95, 8, 48)
(41541, 83, 87, 8, 81)
(41542, 71, 70, 8, 19)
(41543, 100, 63, 8, 15)
(41544, 24, 86, 4, 9)
(41545, 45, 8, 4, 21)
(41546, 80, 60, 8, 99)
(41547, 2, 8, 8, 59)
(41548, 22, 47, 8, 80)
(41549, 33, 66, 4, 97)
(41550, 52, 75, 8, 69)
(41551, 82, 23, 8, 75)
(41552, 98, 49, 8, 46)
(41553, 6, 23, 6, 66)
(41554, 64, 55, 4, 24)
(41555, 36, 49, 6, 53)
(41556, 24, 52, 6, 84)
(41557, 73, 90, 8, 44)
(41558, 63, 29, 4, 56)
(41559, 52, 29, 8, 45)
(41560, 70, 24, 8, 7)
(41561, 69, 47, 6, 69)
(41562, 82, 31, 8, 76)
(41563, 93, 56, 6, 86)
(41564, 84, 73, 4, 3)
(41565, 97, 42, 4, 55)
(41566, 69, 91, 4, 29)
(41567, 38, 67, 4, 49)
(41568, 85, 57, 8, 49)
(41569, 96, 68, 4, 90)
(41570, 24, 84, 4, 86)
(41571, 57, 92, 4, 83)
(41572, 16, 94, 6, 40)
(41573, 75, 16, 6, 53)
(41574, 53, 100, 4, 6)
(41575, 15, 90, 8, 80)
(41576, 69, 62, 6, 18)
(41577, 13, 68, 6, 4)
(41578, 95, 89, 8, 30)
(41579, 88, 63, 6, 8)
(41580, 93, 57, 6, 96)
(41581, 51, 86, 4, 53)
(41582, 28, 83, 6, 79)
(41583, 41, 97, 4, 73)
(41584, 91, 18, 8, 20)
(41585, 11, 21, 6, 32)
(41586, 86, 17, 6, 76)
(41587, 67, 31, 8, 54)
(41588, 47, 71, 6, 90)
(41589, 85, 34, 4, 27)
(41590, 93, 7, 6, 76)
(41591, 95, 79, 8, 70)
(41592, 12, 29, 4, 98)
(41593, 61, 36, 4, 83)
(41594, 93, 24, 6, 23)
(41595, 60, 56, 4, 90)
(41596, 49, 11, 6, 87)
(41597, 24, 46, 4, 19)
(41598, 26, 99, 6, 33)
(41599, 66, 44, 8, 74)
(41600, 76, 66, 6, 19)
(41601, 91, 7, 8, 7)
(41602, 8, 34, 6, 40)
(41603, 5, 46, 8, 42)
(41604, 36, 59, 6, 49)
(41605, 7, 75, 6, 84)
(41606, 23, 41, 4, 67)
(41607, 40, 53, 4, 80)
(41608, 95, 54, 6, 48)
(41609, 48, 20, 4, 10)
(41610, 91, 100, 6, 30)
(41611, 59, 8, 6, 77)
(41612, 15, 37, 4, 75)
(41613, 89, 15, 4, 69)
(41614, 18, 14, 8, 81)
(41615, 70, 94, 6, 93)
(41616, 70, 58, 4, 16)
(41617, 61, 25, 6, 34)
(41618, 59, 90, 8, 80)
(41619, 16, 7, 6, 89)
(41620, 92, 29, 6, 43)
(41621, 39, 42, 8, 80)
(41622, 49, 45, 6, 88)
(41623, 14, 79, 4, 23)
(41624, 87, 20, 8, 56)
(41625, 33, 95, 6, 100)
(41626, 76, 98, 8, 66)
(41627, 83, 14, 8, 68)
(41628, 31, 53, 6, 99)
(41629, 47, 66, 4, 58)
(41630, 40, 6, 6, 46)
(41631, 72, 1, 6, 61)
(41632, 39, 13, 8, 28)
(41633, 38, 36, 4, 87)
(41634, 23, 92, 6, 41)
(41635, 54, 84, 6, 56)
(41636, 39, 73, 8, 67)
(41637, 89, 19, 8, 45)
(41638, 30, 83, 8, 14)
(41639, 59, 13, 4, 3)
(41640, 88, 32, 6, 5)
(41641, 4, 79, 8, 11)
(41642, 40, 9, 6, 4)
(41643, 70, 60, 8, 45)
(41644, 74, 1, 8, 48)
(41645, 39, 20, 6, 90)
(41646, 86, 10, 8, 3)
(41647, 61, 83, 6, 41)
(41648, 16, 25, 6, 64)
(41649, 60, 4, 6, 37)
(41650, 40, 8, 8, 5)
(41651, 29, 77, 4, 99)
(41652, 24, 95, 8, 70)
(41653, 4, 54, 4, 94)
(41654, 28, 14, 6, 5)
(41655, 95, 71, 4, 93)
(41656, 62, 37, 6, 95)
(41657, 46, 41, 6, 82)
(41658, 65, 28, 6, 56)
(41659, 68, 10, 6, 33)
(41660, 3, 59, 4, 73)
(41661, 73, 84, 8, 1)
(41662, 20, 87, 8, 70)
(41663, 89, 60, 8, 75)
(41664, 33, 13, 6, 29)
(41665, 98, 74, 4, 12)
(41666, 34, 85, 4, 21)
(41667, 73, 17, 4, 89)
(41668, 3, 25, 6, 62)
(41669, 36, 52, 8, 59)
(41670, 35, 25, 8, 45)
(41671, 61, 81, 8, 66)
(41672, 6, 18, 4, 70)
(41673, 60, 85, 6, 20)
(41674, 47, 56, 6, 4)
(41675, 80, 5, 8, 38)
(41676, 42, 10, 6, 93)
(41677, 95, 1, 4, 37)
(41678, 4, 41, 4, 88)
(41679, 52, 81, 4, 65)
(41680, 40, 100, 4, 18)
(41681, 76, 37, 4, 7)
(41682, 96, 49, 4, 40)
(41683, 74, 36, 8, 59)
(41684, 28, 38, 8, 67)
(41685, 10, 54, 4, 42)
(41686, 91, 59, 8, 80)
(41687, 7, 38, 4, 68)
(41688, 73, 57, 8, 30)
(41689, 35, 9, 8, 21)
(41690, 56, 7, 4, 40)
(41691, 75, 81, 6, 80)
(41692, 1, 98, 4, 18)
